Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Ozone (ppm),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm)
8/10/2012,3:00,174,2,15.4,0.6,0.028,0,0.002,0.002
8/10/2012,4:00,165,2.4,11.4,0.7,0.026,0,0.003,0.003
8/10/2012,5:00,170,2.1,10.2,0.5,0.02,0.001,0.008,0.008
8/10/2012,6:00,168,2.7,11.7,0.7,0.025,0.001,0.003,0.004
8/10/2012,7:00,171,2.5,16,0.6,0.028,0.001,0.001,0.002
8/10/2012,8:00,170,2.6,18.5,0.7,0.028,0.002,0.001,0.002
8/10/2012,9:00,135,1.8,34.7,0.8,0.03,0.001,0.001,0.001
8/10/2012,10:00,104,2,33.6,0.9,0.031,0.001,0.002,0.003
8/10/2012,11:00,71,1.6,44.2,0.9,0.034,0.001,0.001,0.002
8/10/2012,12:00,66,2.7,28.1,1,0.037,0.001,0.002,0.003
8/10/2012,13:00,40,2.6,31.1,1,0.04,0.001,0.003,0.003
8/10/2012,14:00,48,2.8,25,0.9,0.042,0.001,0.003,0.004
8/10/2012,15:00,51,3.1,18.2,0.9,0.04,0.001,0.004,0.005
8/10/2012,16:00,43,3.7,16.6,1,0.037,0.001,0.004,0.005
8/10/2012,17:00,51,3.7,13.5,1.3,0.03,0.001,0.006,0.007
8/10/2012,18:00,62,2.6,11.9,0.8,0.026,0.002,0.006,0.008
8/10/2012,19:00,58,2.3,12.2,0.7,0.026,0.001,0.005,0.006
8/10/2012,20:00,57,1.7,15.3,0.6,0.026,0.001,0.004,0.005
8/10/2012,21:00,53,1.2,18.9,0.5,0.022,0.001,0.006,0.007
8/10/2012,22:00,266,0.6,62.4,0.4,0.022,0,0.005,0.005
8/10/2012,23:00,163,0.8,63.5,0.8,0.022,0,0.005,0.005
9/10/2012,0:00,173,1,21,0.4,,,,
9/10/2012,1:00,193,1.3,20.6,0.6,0.021,0,0.004,0.004
9/10/2012,2:00,192,1.3,33.4,0.4,0.017,0.001,0.005,0.006
9/10/2012,3:00,211,1.6,10.3,0.4,0.022,0.001,0.001,0.002
9/10/2012,4:00,208,1.2,26.9,0.2,0.02,0,0.002,0.002
9/10/2012,5:00,166,1.2,24.3,0.2,0.015,0.004,0.007,0.011
9/10/2012,6:00,151,1.1,21.3,0.4,0.01,0.007,0.009,0.016
9/10/2012,7:00,167,0.7,61.4,0.5,0.02,0.002,0.004,0.006
9/10/2012,8:00,290,1.7,39.5,1,0.029,0.001,0.001,0.002
9/10/2012,9:00,235,2,35.3,1.1,0.033,0,0.001,0.001
9/10/2012,10:00,235,1.7,40.7,0.9,0.034,0,0.001,0.001
9/10/2012,11:00,174,1,80.6,1,0.035,0,0.001,0.001
9/10/2012,12:00,288,1.1,105.8,1.3,0.036,0,0.001,0.001
9/10/2012,13:00,282,2.5,35.3,1.3,0.038,0,0.001,0.001
9/10/2012,14:00,236,3.8,34.7,1.7,0.037,0,0.001,0.001
9/10/2012,15:00,246,4.4,19.1,1.6,0.036,0,0,0
9/10/2012,16:00,270,4.4,16.7,1.4,0.037,0,0.001,0.001
9/10/2012,17:00,260,1.8,16,1,0.035,0,0.001,0.001
9/10/2012,18:00,234,0.6,46.7,0.4,0.033,0.002,0.003,0.004
9/10/2012,19:00,100,3.6,23.9,1.3,0.043,0.002,0.007,0.009
9/10/2012,20:00,97,3.3,14.2,0.9,0.045,0.001,0.004,0.005
9/10/2012,21:00,146,3.3,16,0.6,0.036,0.001,0.006,0.007
9/10/2012,22:00,154,3.3,8.7,0.7,0.033,0.001,0.005,0.006
9/10/2012,23:00,163,3.1,8.1,0.6,0.031,0.001,0.004,0.005
10/10/2012,0:00,178,2.3,14.7,0.6,,,,
10/10/2012,1:00,178,2,12.2,0.5,0.031,0,0.002,0.002
10/10/2012,2:00,174,2.1,9.6,0.4,0.031,0,0.001,0.001
10/10/2012,3:00,179,1.9,11.2,0.4,0.032,0,0.001,0.001
10/10/2012,4:00,182,1.6,11.8,0.3,0.03,0,0.002,0.002
10/10/2012,5:00,166,1.9,13.5,0.3,0.02,0.003,0.01,0.012
10/10/2012,6:00,172,1.9,13.6,0.5,0.023,0.002,0.006,0.007
10/10/2012,7:00,175,1.6,25.3,0.7,0.031,0.001,0.002,0.003
10/10/2012,8:00,47,0.9,80.8,1,0.036,0,0.002,0.002
10/10/2012,9:00,4,2,171.4,0.9,0.039,0.001,0.002,0.002
10/10/2012,10:00,20,2.3,172.8,1.1,,,,
10/10/2012,11:00,3,2,36.4,1,,,,
10/10/2012,12:00,2,1.9,172.8,1.2,0.053,0.001,0.003,0.004
10/10/2012,13:00,355,2.4,36,1,0.048,0,0.002,0.002
10/10/2012,14:00,4,3.1,174,1.2,0.048,0.001,0.002,0.002
10/10/2012,15:00,48,4.6,17.1,1.3,0.053,0.001,0.004,0.004
10/10/2012,16:00,51,4.8,14.1,1.3,0.041,0.001,0.005,0.006
10/10/2012,17:00,54,3.8,12.7,1.1,0.033,0.001,0.006,0.007
10/10/2012,18:00,63,2.4,20.8,0.9,0.027,0.001,0.007,0.008
10/10/2012,19:00,141,2.1,21.9,0.6,0.019,0.001,0.012,0.013
10/10/2012,20:00,150,1.8,19.8,0.5,0.017,0.003,0.013,0.016
10/10/2012,21:00,173,2.1,13.7,0.3,0.021,0,0.007,0.007
10/10/2012,22:00,178,2.2,12.9,0.4,0.021,0,0.005,0.005
10/10/2012,23:00,164,1.8,14.3,0.3,0.017,0,0.008,0.008
11/10/2012,0:00,178,1,38.3,0.5,,,,
11/10/2012,1:00,191,0.6,76.1,0.6,0.016,0.001,0.005,0.006
11/10/2012,2:00,291,2.2,28,1.3,0.015,0.001,0.003,0.003
11/10/2012,3:00,312,2.4,33.2,1.7,0.035,0,0.002,0.002
11/10/2012,4:00,14,1.6,161,0.7,0.032,0,0.004,0.004
11/10/2012,5:00,95,1.3,44.9,0.7,0.022,0.001,0.008,0.009
11/10/2012,6:00,76,1.1,36.7,0.4,0.018,0.003,0.013,0.016
11/10/2012,7:00,357,1.5,149.8,0.8,0.021,0.002,0.007,0.009
11/10/2012,8:00,295,2.4,28,0.9,0.026,0.001,0.002,0.003
11/10/2012,9:00,293,0.6,59.2,0.4,0.021,0.002,0.003,0.005
11/10/2012,10:00,262,0.9,76.4,1.2,0.018,0.002,0.005,0.007
11/10/2012,11:00,259,3,19.4,1,0.03,0,0.002,0.002
11/10/2012,12:00,293,2.6,14.1,0.8,0.034,0,0.001,0.001
11/10/2012,13:00,304,2.7,18.7,0.7,0.034,0,0.001,0.001
11/10/2012,14:00,330,2.4,16.8,0.8,0.032,0,0.001,0.001
11/10/2012,15:00,327,2.4,17.9,0.7,0.032,0,0.002,0.002
11/10/2012,16:00,316,3.6,8.7,0.7,0.031,0,0.002,0.002
11/10/2012,17:00,305,3.6,10.4,0.7,0.03,0,0.002,0.002
11/10/2012,18:00,302,3.5,10,0.8,0.026,0,0.002,0.002
11/10/2012,19:00,291,3,13.1,0.8,0.024,0,0.001,0.001
11/10/2012,20:00,259,1.4,21.4,0.5,0.021,0,0.001,0.001
11/10/2012,21:00,274,1.7,13.9,0.4,0.022,0.001,0.001,0.001
11/10/2012,22:00,283,1.4,18.7,0.4,0.02,0,0.001,0.001
11/10/2012,23:00,261,1,19.3,0.3,0.019,0.001,0.002,0.002
12/10/2012,0:00,120,0.4,87.6,0.5,,,,
12/10/2012,1:00,25,0.9,28.2,0.4,0.013,0.001,0.006,0.007
12/10/2012,2:00,283,1,40.1,0.5,0.013,0,0.004,0.004
12/10/2012,3:00,305,2.4,16.6,0.9,0.014,0,0.003,0.003
12/10/2012,4:00,261,4.3,22.5,1.4,0.018,0,0.002,0.002
12/10/2012,5:00,259,3.2,17.1,0.9,0.022,0.001,0.001,0.001
12/10/2012,6:00,281,4.3,12.6,1.4,0.023,0,0.001,0.001
12/10/2012,7:00,260,6.1,13.1,1.9,0.026,0.001,0,0.001
12/10/2012,8:00,260,6.6,14.5,2,0.028,0,0.001,0.001
12/10/2012,9:00,262,6.9,13.2,2,0.03,0.001,0.001,0.001
12/10/2012,10:00,259,7.6,12.9,2.3,0.03,0,0.001,0.001
12/10/2012,11:00,256,7.4,13.9,2.1,0.029,0,0,0
12/10/2012,12:00,248,8.1,14,2.3,0.029,0,0,0
12/10/2012,13:00,249,7.5,15.3,2.4,0.028,0,0.001,0.001
12/10/2012,14:00,247,7.2,14.2,2.3,0.029,0,0,0
12/10/2012,15:00,248,7.8,13.5,2.2,0.03,0.001,0,0.001
12/10/2012,16:00,244,6.9,12.9,2.7,0.03,0,0.001,0.001
12/10/2012,17:00,245,5.8,13.3,2.2,0.03,0,0.001,0.001
12/10/2012,18:00,233,4.3,13.8,1.6,0.029,0,0.001,0.001
12/10/2012,19:00,240,2.7,19.5,1.5,0.028,0,0.001,0.001
12/10/2012,20:00,241,2.7,29.5,1.5,0.027,0,0.001,0.001
12/10/2012,21:00,264,1.8,36.7,1,0.027,0,0.001,0.001
12/10/2012,22:00,7,0.5,148,0.4,0.025,0,0.003,0.003
12/10/2012,23:00,234,0.4,76.6,0.5,0.022,0.001,0.004,0.004
13/10/2012,0:00,250,2,39,0.6,,,,
13/10/2012,1:00,305,1.1,48.3,0.3,0.021,0,0.002,0.002
13/10/2012,2:00,26,0.8,161,0.5,0.015,0.002,0.007,0.008
13/10/2012,3:00,348,1,153.9,0.8,0.015,0.001,0.005,0.006
13/10/2012,4:00,13,1.2,23.3,0.4,0.009,0.001,0.011,0.012
13/10/2012,5:00,5,0.5,171.4,0.4,0.011,0.001,0.006,0.007
13/10/2012,6:00,107,0.5,61.8,0.4,0.01,0.005,0.007,0.012
13/10/2012,7:00,56,0.7,56.2,0.5,0.014,0.003,0.004,0.006
13/10/2012,8:00,342,0.8,69.8,0.6,0.02,0.002,0.002,0.003
13/10/2012,9:00,245,1.1,62.4,0.9,0.027,0.001,0.001,0.001
13/10/2012,10:00,298,1.2,63.2,0.8,0.029,0,0,0
13/10/2012,11:00,301,1.2,78,1.3,0.029,0,0,0
13/10/2012,12:00,330,1.4,155.5,1.4,0.03,0,0.001,0.001
13/10/2012,13:00,334,2.5,34.4,1.3,0.032,0,0,0
13/10/2012,14:00,3,1.8,162.9,1,0.033,0,0,0
13/10/2012,15:00,117,2,39.5,1.1,0.033,0.001,0.001,0.002
13/10/2012,16:00,253,1.6,55.6,1.4,0.033,0,0.001,0.001
13/10/2012,17:00,262,2.2,14.1,0.9,0.031,0.001,0.001,0.002
13/10/2012,18:00,60,2.3,30,1,0.032,0.001,0.005,0.005
13/10/2012,19:00,76,2.9,12.8,1,0.029,0.001,0.004,0.005
13/10/2012,20:00,131,1.5,34.8,0.4,0.026,0,0.006,0.006
13/10/2012,21:00,189,2,19,0.4,0.027,0,0.004,0.004
13/10/2012,22:00,189,2.5,12,0.5,0.025,0,0.004,0.004
13/10/2012,23:00,193,2.4,13.9,0.6,0.023,0,0.004,0.004
14/10/2012,0:00,187,2,18.5,0.6,,,,
14/10/2012,1:00,202,1.7,17.8,0.4,0.024,0,0.002,0.002
14/10/2012,2:00,222,1.7,10.5,0.3,0.024,0,0.002,0.002
14/10/2012,3:00,264,0.6,51.4,0.3,0.019,0,0.003,0.003
14/10/2012,4:00,336,0.4,139.3,0.5,0.019,0.001,0.004,0.005
14/10/2012,5:00,144,1.5,16.9,0.5,0.014,0.001,0.005,0.006
14/10/2012,6:00,,0,113.5,0.3,0.014,0.002,0.003,0.004
14/10/2012,7:00,270,0.1,103.6,0.4,0.018,0.002,0.002,0.004
14/10/2012,8:00,145,0.9,57.8,0.7,0.03,0.001,0.001,0.002
14/10/2012,9:00,282,0.7,71.5,0.7,0.033,0,0.001,0.001
14/10/2012,10:00,296,1,63.3,0.8,0.034,0,0.001,0.001
14/10/2012,11:00,299,1.1,78.8,1.2,0.036,0,0.001,0.001
14/10/2012,12:00,61,0.6,165.8,1,0.037,0,0.001,0.001
14/10/2012,13:00,325,0.8,90.1,1.1,0.038,0,0.001,0.001
14/10/2012,14:00,58,0.9,78,1,0.039,0,0.001,0.001
14/10/2012,15:00,34,2.2,36.8,1,0.041,0.001,0.001,0.002
14/10/2012,16:00,53,3.6,36.3,2.3,0.045,0.001,0.002,0.002
14/10/2012,17:00,80,4.9,12.5,1.5,0.047,0.001,0.004,0.004
14/10/2012,18:00,87,3.5,11.9,1,0.039,0.001,0.004,0.005
14/10/2012,19:00,111,3,21.1,0.7,0.028,0.001,0.003,0.004
14/10/2012,20:00,131,3.5,12.1,0.8,0.025,0.001,0.004,0.005
14/10/2012,21:00,158,3.7,11.3,1,0.027,0.001,0.002,0.002
14/10/2012,22:00,165,2.3,11.1,0.5,0.025,0.001,0.001,0.002
14/10/2012,23:00,175,2,15.6,0.5,0.025,0,0.002,0.002
15/10/2012,0:00,194,1.8,11.1,0.4,,,,
15/10/2012,1:00,177,2.2,11.4,0.5,0.026,0,0.001,0.001
15/10/2012,2:00,184,2.2,13.9,0.5,0.026,0,0.001,0.001
15/10/2012,3:00,179,1.9,11.3,0.5,0.025,0,0.002,0.002
15/10/2012,4:00,178,2,13.2,0.5,0.025,0,0.001,0.001
15/10/2012,5:00,193,1.5,21.3,0.3,0.022,0,0.003,0.003
15/10/2012,6:00,162,2.1,11.2,0.7,0.019,0.003,0.006,0.008
15/10/2012,7:00,161,2.8,14.3,0.7,0.029,0.001,0.003,0.003
15/10/2012,8:00,134,1.3,51.2,0.8,0.033,0.001,0.001,0.001
15/10/2012,9:00,157,0.2,125,0.7,0.035,0,0.001,0.001
15/10/2012,10:00,36,0.7,87.1,0.8,0.037,0,0.001,0.001
15/10/2012,11:00,65,0.4,112.2,1,,,,
15/10/2012,12:00,153,1.2,66.1,1.2,,,,
15/10/2012,13:00,156,1.1,75.1,0.9,,0.001,0.001,0.001
15/10/2012,14:00,128,1.6,50.2,1.1,0.025,0.001,0.002,0.002
15/10/2012,15:00,33,2.2,43.4,1.7,0.033,0.001,0.002,0.003
15/10/2012,16:00,49,4.3,14.9,1.3,0.035,0.001,0.005,0.006
15/10/2012,17:00,57,3.9,13.5,1.1,0.031,0.001,0.005,0.006
15/10/2012,18:00,65,3.6,12.2,1,0.028,0.001,0.004,0.005
15/10/2012,19:00,66,2.1,12,0.9,0.024,0.001,0.005,0.006
15/10/2012,20:00,83,1.2,22.6,0.3,0.022,0.001,0.01,0.011
15/10/2012,21:00,159,1.7,12.4,0.4,0.025,0,0.007,0.007
15/10/2012,22:00,177,2.1,13.3,0.3,0.024,0,0.004,0.004
15/10/2012,23:00,194,2.2,11.3,0.4,0.025,0,0.003,0.003
16/10/2012,0:00,196,1.9,12.6,0.5,,,,
16/10/2012,1:00,182,1.3,20,0.4,0.021,0,0.003,0.003
16/10/2012,2:00,220,1,30.7,0.5,0.019,0,0.002,0.002
16/10/2012,3:00,156,1.6,18.6,0.7,0.013,0.001,0.007,0.008
16/10/2012,4:00,183,1.6,11.7,0.3,0.013,0.001,0.006,0.006
16/10/2012,5:00,187,1.4,18,0.4,0.015,0.001,0.003,0.004
16/10/2012,6:00,178,0.7,53.1,0.5,0.01,0.003,0.004,0.006
16/10/2012,7:00,140,0.9,33.4,0.5,0.016,0.004,0.005,0.009
16/10/2012,8:00,325,0.5,138.2,0.8,0.025,0.001,0.002,0.003
16/10/2012,9:00,342,1.1,154.1,0.9,0.029,0,0.001,0.001
16/10/2012,10:00,28,1.7,40.8,0.9,0.036,0.001,0.002,0.002
16/10/2012,11:00,36,0.7,91.3,0.8,0.039,0.001,0.002,0.002
16/10/2012,12:00,7,1.1,161.9,0.9,0.043,0,0.002,0.002
16/10/2012,13:00,12,1.5,178.4,1.2,0.048,0,0.002,0.002
16/10/2012,14:00,11,2.1,182.9,1,0.056,0,0.003,0.003
16/10/2012,15:00,26,3.7,17.3,1.2,0.051,0.001,0.004,0.005
16/10/2012,16:00,43,4.4,15.8,1.2,0.039,0.001,0.005,0.006
16/10/2012,17:00,45,4.3,12.1,1.2,0.032,0.001,0.006,0.007
16/10/2012,18:00,45,3.6,10.7,1,0.025,0.001,0.007,0.008
16/10/2012,19:00,48,2.7,12.5,0.9,0.022,0.001,0.007,0.008
16/10/2012,20:00,115,1.4,32.1,0.4,0.016,0.002,0.01,0.012
16/10/2012,21:00,138,1.8,6.6,0.2,0.013,0.001,0.014,0.015
16/10/2012,22:00,188,1.3,34.4,0.2,0.018,0,0.006,0.006
16/10/2012,23:00,201,1.4,16.1,0.2,0.019,0,0.005,0.005
17/10/2012,0:00,199,1.4,8.9,0.3,,,,
17/10/2012,1:00,162,0.7,43.6,0.4,0.011,0.004,0.01,0.014
17/10/2012,2:00,180,1.4,19.1,0.5,0.011,0.003,0.01,0.013
17/10/2012,3:00,165,1.6,16.3,0.4,0.01,0.001,0.008,0.008
17/10/2012,4:00,195,0.7,46.9,0.5,0.005,0.001,0.01,0.01
17/10/2012,5:00,242,0.8,27.2,0.4,0.009,0.001,0.003,0.004
17/10/2012,6:00,163,1,43.3,0.4,0.007,0.009,0.006,0.014
17/10/2012,7:00,23,0.4,117.8,0.5,0.015,0.004,0.005,0.008
17/10/2012,8:00,310,3,19,1,0.024,0.001,0.003,0.004
17/10/2012,9:00,312,2.7,29.9,1.1,0.029,0.001,0.002,0.003
17/10/2012,10:00,309,2.5,31.4,1.1,0.037,0.001,0.002,0.003
17/10/2012,11:00,312,2.3,35.9,1.1,0.046,0,0.002,0.002
17/10/2012,12:00,308,2.2,41.3,1.3,0.047,0,0.001,0.001
17/10/2012,13:00,313,1.9,47.8,1.2,0.049,0,0.001,0.001
17/10/2012,14:00,315,1.7,52.6,1.1,0.052,0,0.001,0.001
17/10/2012,15:00,270,1.2,64.4,1.1,0.056,0,0.001,0.001
17/10/2012,16:00,235,1.5,34.2,0.8,0.058,0,0.002,0.002
17/10/2012,17:00,44,2.5,47.8,1,0.038,0.001,0.01,0.011
17/10/2012,18:00,44,2.7,10.8,0.7,0.024,0.001,0.015,0.016
17/10/2012,19:00,46,1.8,8.9,0.6,0.018,0.001,0.015,0.016
17/10/2012,20:00,61,1,20.4,0.5,0.015,0.001,0.016,0.016
17/10/2012,21:00,170,0.7,49.1,0.5,0.019,0.001,0.011,0.012
17/10/2012,22:00,177,2.1,14.8,0.5,0.016,0,0.012,0.012
17/10/2012,23:00,174,1.7,10.7,0.4,0.015,0,0.011,0.011
18/10/2012,0:00,197,1.5,15.8,0.3,,,,
18/10/2012,1:00,183,2.1,13.6,0.5,0.014,0,0.008,0.008
18/10/2012,2:00,179,2.3,14,0.5,0.015,0,0.006,0.006
18/10/2012,3:00,164,2.2,9.5,0.4,0.012,0.001,0.008,0.008
18/10/2012,4:00,164,1.4,52.7,0.7,0.01,0.001,0.009,0.009
18/10/2012,5:00,305,1,25,0.3,0.009,0.002,0.007,0.008
18/10/2012,6:00,248,1.4,20.1,0.4,0.012,0.001,0.004,0.005
18/10/2012,7:00,171,1.4,52.6,1.1,0.03,0.001,0.003,0.003
18/10/2012,8:00,150,2.5,26.1,1.1,0.036,0,0.002,0.002
18/10/2012,9:00,121,1.8,48,1,0.041,0,0.002,0.002
18/10/2012,10:00,159,1.6,54.4,1,0.043,0,0.001,0.001
18/10/2012,11:00,101,1.1,75.6,1.1,0.045,0,0.002,0.002
18/10/2012,12:00,51,1.1,160.1,1,0.048,0,0.002,0.002
18/10/2012,13:00,16,2.3,38,1.1,0.065,0,0.003,0.003
18/10/2012,14:00,39,4.2,19.5,1.6,0.07,0,0.005,0.005
18/10/2012,15:00,33,6,13,1.4,0.05,0.001,0.004,0.005
18/10/2012,16:00,34,6.2,11.4,1.5,0.04,0.001,0.004,0.005
18/10/2012,17:00,37,5.1,11,1.6,0.034,0.001,0.005,0.006
18/10/2012,18:00,53,3.7,15.2,1.1,0.03,0.001,0.005,0.005
18/10/2012,19:00,58,2.8,13.6,1.1,0.028,0.001,0.003,0.004
18/10/2012,20:00,45,2.2,15.7,0.6,0.027,0.001,0.003,0.004
18/10/2012,21:00,41,2.1,13.9,0.6,0.026,0,0.004,0.004
18/10/2012,22:00,48,1.9,11.8,0.7,0.026,0,0.004,0.004
18/10/2012,23:00,28,1.1,18.9,0.4,0.023,0,0.005,0.005
19/10/2012,0:00,44,1.1,19.2,0.3,,,,
19/10/2012,1:00,81,0.4,65.7,0.3,0.015,0.001,0.01,0.011
19/10/2012,2:00,269,0.1,112.7,0.3,0.016,0.001,0.008,0.009
19/10/2012,3:00,250,0.5,63.7,0.5,0.018,0,0.005,0.005
19/10/2012,4:00,220,0.4,88.2,0.5,0.016,0.001,0.005,0.006
19/10/2012,5:00,161,0.4,60.3,0.2,0.009,0.01,0.013,0.023
19/10/2012,6:00,131,0.1,131.1,0.3,0.006,0.012,0.012,0.024
19/10/2012,7:00,294,1,61.4,0.9,0.022,0.003,0.005,0.008
19/10/2012,8:00,313,2.6,27.2,1,0.032,0,0.001,0.001
19/10/2012,9:00,320,2.3,31.4,1.2,0.035,0,0.001,0.001
19/10/2012,10:00,328,2.3,34.1,1.1,0.036,0,0.001,0.001
19/10/2012,11:00,328,2.1,43.9,1.2,0.037,0,0.001,0.001
19/10/2012,12:00,328,2.6,35.4,1.2,0.039,0,0.001,0.001
19/10/2012,13:00,323,3,30.7,1.3,0.041,0,0.001,0.001
19/10/2012,14:00,332,3.3,22.9,1.1,0.042,0,0.001,0.001
19/10/2012,15:00,21,3.7,166.9,1.2,0.047,0.001,0.003,0.004
19/10/2012,16:00,48,4.1,13.5,1.1,0.04,0.001,0.008,0.009
19/10/2012,17:00,52,4.1,12.7,1.1,0.03,0.002,0.009,0.01
19/10/2012,18:00,66,2.8,14.8,0.8,0.023,0.001,0.01,0.011
19/10/2012,19:00,90,1.9,14.7,0.5,0.019,0.002,0.01,0.012
19/10/2012,20:00,127,1.7,17.7,0.3,0.013,0.003,0.016,0.019
19/10/2012,21:00,137,1.3,19.6,0.3,0.015,0.001,0.012,0.012
19/10/2012,22:00,178,1.9,19.6,0.4,0.016,0,0.007,0.007
19/10/2012,23:00,188,1.7,14.3,0.4,0.016,0,0.006,0.006
20/10/2012,0:00,215,1.7,6.8,0.2,,,,
20/10/2012,1:00,213,1.3,10.2,0.3,0.016,0,0.005,0.005
20/10/2012,2:00,207,1.1,27.7,0.5,0.013,0.001,0.006,0.006
20/10/2012,3:00,188,0.4,60.4,0.4,0.007,0.004,0.009,0.013
20/10/2012,4:00,89,0.5,53.1,0.2,0.005,0.005,0.01,0.015
20/10/2012,5:00,76,0.5,51.3,0.3,0.006,0.003,0.007,0.009
20/10/2012,6:00,164,0.4,77.2,0.3,0.005,0.006,0.006,0.011
20/10/2012,7:00,326,0.8,86.1,0.8,0.014,0.003,0.004,0.007
20/10/2012,8:00,334,1.3,43.9,0.8,0.027,0.001,0.003,0.004
20/10/2012,9:00,331,2.4,35.9,1,0.042,0,0.003,0.003
20/10/2012,10:00,330,3,25.1,1.1,0.047,0,0.002,0.002
20/10/2012,11:00,329,3.6,23.5,1.3,0.053,0,0.001,0.001
20/10/2012,12:00,328,4.7,16.9,1.3,0.058,0,0.001,0.001
20/10/2012,13:00,314,4.7,23.3,1.4,0.059,0,0.001,0.001
20/10/2012,14:00,277,4.4,17,1.6,0.065,0,0.002,0.002
20/10/2012,15:00,282,4.9,17.7,1.5,0.061,0,0.002,0.002
20/10/2012,16:00,296,3.1,11.8,1.1,0.055,0,0.002,0.002
20/10/2012,17:00,291,1.4,54.2,1,0.05,0,0.003,0.003
20/10/2012,18:00,52,2.2,25.6,0.8,0.035,0,0.009,0.009
20/10/2012,19:00,22,1,159.6,0.6,0.032,0,0.008,0.008
20/10/2012,20:00,34,1.1,31.9,0.5,0.025,0,0.01,0.01
20/10/2012,21:00,108,0.9,52.9,0.6,0.026,0,0.009,0.009
20/10/2012,22:00,200,0.7,44.2,0.5,0.026,0,0.007,0.007
20/10/2012,23:00,145,0.7,55.8,0.4,0.023,0,0.008,0.008
21/10/2012,0:00,110,0.4,71.8,0.6,,,,
21/10/2012,1:00,296,0.4,84.8,0.5,0.021,0,0.006,0.006
21/10/2012,2:00,350,0.4,68.9,0.4,0.022,0,0.007,0.007
21/10/2012,3:00,105,1.1,56.2,0.6,0.018,0.001,0.008,0.009
21/10/2012,4:00,142,1.7,13.2,0.5,0.018,0.001,0.006,0.006
21/10/2012,5:00,212,0.9,46.1,0.6,0.019,0,0.004,0.004
21/10/2012,6:00,89,0.3,87.8,0.4,0.008,0.004,0.007,0.01
21/10/2012,7:00,35,1.4,36.4,0.7,0.027,0.001,0.005,0.006
21/10/2012,8:00,350,1.9,25.4,0.6,0.043,0.001,0.005,0.005
21/10/2012,9:00,14,1.9,177.2,0.8,0.054,0,0.004,0.004
21/10/2012,10:00,37,1.7,43.9,0.8,0.057,0,0.002,0.002
21/10/2012,11:00,48,1.8,47.3,0.9,0.062,0.001,0.002,0.003
21/10/2012,12:00,14,2.5,178.9,1.1,0.077,0,0.003,0.003
21/10/2012,13:00,29,3,20.7,0.9,0.085,0,0.005,0.005
21/10/2012,14:00,40,4,19.3,1.5,0.078,0,0.006,0.006
21/10/2012,15:00,46,4.7,14.2,1.3,0.064,0,0.01,0.01
21/10/2012,16:00,38,4.3,12.1,1.2,0.056,0,0.007,0.007
21/10/2012,17:00,46,3.2,14.7,0.9,0.054,0,0.008,0.008
21/10/2012,18:00,55,1.8,15.8,0.5,0.048,0,0.007,0.007
21/10/2012,19:00,58,0.5,119.6,0.8,0.038,0,0.011,0.011
21/10/2012,20:00,84,1.6,118.9,1.7,0.029,0,0.008,0.008
21/10/2012,21:00,109,3.2,14,0.9,0.029,0,0.008,0.008
21/10/2012,22:00,330,1,142.4,0.5,0.033,0,0.005,0.005
21/10/2012,23:00,241,1.2,27,0.5,0.03,0,0.004,0.003
22/10/2012,0:00,291,0.6,57.3,0.5,,,,
22/10/2012,1:00,168,0.1,111.6,0.2,0.028,0,0.006,0.006
22/10/2012,2:00,352,1.2,13.4,0.3,0.021,0,0.007,0.007
22/10/2012,3:00,16,1.6,30.2,0.7,0.016,0,0.006,0.006
22/10/2012,4:00,197,1.4,35,0.7,0.016,0,0.006,0.005
22/10/2012,5:00,187,1.9,14.9,0.5,0.021,0,0.007,0.007
22/10/2012,6:00,168,1.9,13.6,0.4,0.025,0.001,0.005,0.005
22/10/2012,7:00,161,2.2,13.9,0.6,0.033,0.001,0.004,0.005
22/10/2012,8:00,139,0.4,124.9,0.7,0.04,0.001,0.004,0.004
22/10/2012,9:00,355,1.4,43,0.8,0.048,0,0.003,0.003
22/10/2012,10:00,306,1.5,53.2,1,0.053,0,0.002,0.002
22/10/2012,11:00,310,1.4,53.6,1.1,0.056,0,0.002,0.002
22/10/2012,12:00,233,1.8,77,2.1,0.06,0,0.002,0.002
22/10/2012,13:00,254,5.2,19.5,1.7,0.059,0,0.001,0.001
22/10/2012,14:00,241,5.3,21.2,1.7,0.056,0,0.001,0.001
22/10/2012,15:00,241,5.8,12.5,1.7,0.051,0,0.001,0.001
22/10/2012,16:00,233,6.1,13.4,1.5,0.046,0,0.001,0.001
22/10/2012,17:00,220,4.4,11,1,0.044,0,0.001,0.001
22/10/2012,18:00,206,4.4,13.3,1.3,0.044,0,0.001,0.001
22/10/2012,19:00,144,6.7,10.1,1.5,0.042,0,0.003,0.003
22/10/2012,20:00,149,7.4,8,1.5,0.034,0.001,0.001,0.002
22/10/2012,21:00,152,8.4,7.2,1.8,0.029,0.001,0.001,0.001
22/10/2012,22:00,153,7.5,6.9,1.5,0.028,0,0.001,0.001
22/10/2012,23:00,151,7,7.6,1.5,0.028,0,0.001,0.001
23/10/2012,0:00,151,7.2,7.3,1.5,,,,
